simulations	assembly	seed	clusterer	adj_rand_index	purity	adj_mutual_info	homogeneity	completeness	v_measure	n_clusters	n_singletons	n_pairs	st	c	runtime
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14720	panta	0.9988529004245809	0.9991483925910155	0.9992782267284328	1.0000000000000002	0.9996611023248223	0.9998305224446365	1504	1007	2	aa	0.8	7.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14720	mmseqs2	0.00047639665008276526	1.0	0.0011528066135532017	0.7644949856844436	0.7652661141463252	0.764880355558532	1503	1005	2	nt	0.7	1.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14720	cdhit	0.0004711542045242649	1.0	0.0011409143182369561	0.763911741547087	0.765128988830256	0.7645198806721643	1497	999	2	aa	0.7	1.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14720	panx	1.0	1.0	1.0	1.0	1.0000000000000002	1.0000000000000002	1443	979	1	aa	0.5	783.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14720	ppanggolin	0.0004633798070317722	1.0	0.0011235937928619824	0.7631812390956246	0.7649570157613119	0.7640680956557354	1490	991	4	aa	0.6	4.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14720	panaroo	0.0005209681848673865	0.9638171815488785	0.0012397365067470171	0.7769370835414191	0.7681211500988692	0.7725039654437198	1606	1052	34	aa	0.95	27.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14720	cdhit	0.0004799382106535261	1.0	0.0011601369726856286	0.7646140276162258	0.765294082174462	0.7649539037509061	1502	1003	1	nt	0.8	14.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14720	panta	0.9700267362897318	0.9723227592080051	0.9810293656440873	1.0000000000000002	0.9913237278470071	0.9956429625019467	1572	1040	21	aa	0.95	7.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14720	mmseqs2	0.0004616815202607469	1.0	0.0011204124230593804	0.7632682940162611	0.76497752323056	0.764121952800573	1493	996	2	aa	0.5	2.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14720	cdhit	0.000464548563330114	1.0	0.0011261906635804148	0.7632875871385588	0.7649820676140249	0.7641338879923052	1491	992	4	aa	0.6	1.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14720	panaroo	0.0004888849185550244	1.0	0.001179645994046221	0.7653256495031451	0.7654611336101317	0.7653933855610473	1508	1009	1	aa	0.8	25.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14720	cdhit	0.0005319111102476275	0.9851883199322895	0.0012749433814856247	0.7694959639071751	0.7664353440909973	0.767962604580922	1537	1017	9	aa	0.9	1.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14720	cdhit	0.00041926380392883	0.9974608548455354	0.001011175720767916	0.7657700464159961	0.7655325534398917	0.7656512815112985	1509	1005	3	aa	0.85	1.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14720	panta	0.9977415391307327	0.9982967851820311	0.9986698856917848	1.0	0.9993760185220932	0.9996879118924473	1506	1008	2	aa	0.85	7.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14720	mmseqs2	0.000484135089369426	1.0	0.0011696728006063265	0.7650937363996362	0.7654067187229522	0.7652501955593649	1507	1008	1	nt	0.85	1.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14720	mmseqs2	0.0005872059731579054	0.9697418535759628	0.0013979409351193282	0.7754076665442585	0.7678025665173426	0.7715863771700899	1592	1055	22	aa	0.95	1.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14720	diamond	0.0005027930830554468	0.994710114261532	0.0012110188502948125	0.7668555057643949	0.7658194595986508	0.7663371325121517	1521	1015	7	aa	0.9	1.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14720	mmseqs2	0.0005550459483046748	0.9798984341938214	0.0013269867934897737	0.7721349986102499	0.7670476681742554	0.7695829260305004	1564	1038	17	nt	0.95	1.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14720	connected_components_t0.1	0.7116968200451022	0.743546339399069	0.7753665883824072	1.0	0.9206083797563892	0.9586632959220553	2484	1895	147	nt	0.9	167.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14720	connected_components_t0.2	0.8829541928352109	0.8916631400761743	0.9184933922475068	1.0000000000000002	0.9658027242005695	0.9826039127027167	1855	1259	82	nt	0.9	167.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14720	connected_components_t0.3	0.9504284158836703	0.9534490055014812	0.966536770787045	1.0	0.9850198528264618	0.9924534018376652	1647	1094	38	nt	0.9	167.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14720	connected_components_t0.4	0.9733151587458079	0.9748201438848921	0.9821382352004004	1.0000000000000002	0.9918263247995446	0.9958963916187433	1583	1054	19	nt	0.9	167.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14720	connected_components_t0.5	0.9858567543947742	0.9858231062209056	0.9902895898065065	1.0	0.9955042670375157	0.9977470692311982	1550	1032	12	nt	0.9	167.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14720	connected_components_t0.6	0.9943440784711233	0.9944985188319933	0.9963921672424331	1.0000000000000002	0.9983148207787963	0.9991566998334392	1524	1017	4	nt	0.9	167.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14720	connected_components_t0.7	0.9976385502375754	0.997672450275074	0.9982885142343276	0.9999571678296586	0.9992409633421073	0.9995989372972306	1516	1012	3	nt	0.9	167.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14720	hdbscan_dist	0.9040182664984131	0.9445619974608549	0.9411313701000685	0.9866049562590624	0.9858085678534719	0.986206601280019	1422	824	0	nt	0.9	0.184
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14720	hdbscan_tsne	0.7651166269013685	0.9016081252644943	0.8365122522871659	0.944274386221483	0.973308711901309	0.9585717431847934	983	258	0	nt	0.9	14.849
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14720	hdbscan_umap	0.7357364808854805	0.9790520524756665	0.8261978625357917	0.9087298260071444	0.9943445555627852	0.9496113906197503	595	51	0	nt	0.9	7.716
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14720	diamond	0.00048564468289383423	0.9987304274227676	0.001172689705135999	0.7651050137042591	0.7654093653552347	0.7652571592687024	1505	1003	3	aa	0.85	2.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14720	panta	0.9996179249657652	0.9991483925910155	0.9994669849672634	1.0	0.9997496625845584	0.9998748156231126	1600	1105	1	aa	0.7	8.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14720	mmseqs2	0.0004837040705305852	1.0	0.0011686503586103478	0.7650302532877101	0.7653918189728831	0.76521099341994	1507	1009	1	aa	0.8	1.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14720	panta	0.9994650133844013	0.9989354907387694	0.9993011460546717	1.0	0.9996718538404412	0.9998358999958276	1601	1106	1	aa	0.5	9.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14720	panaroo	0.0004894256740600831	0.9995768091409225	0.001180706884751001	0.765322120195778	0.7654603057009237	0.765391206711268	1507	1007	1	aa	0.7	27.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14720	cdhit	0.0005775183204853052	0.9691070672873466	0.001376835747088109	0.7744912796199359	0.7675916794123135	0.7710260443922405	1580	1034	33	nt	0.95	1.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14720	cdhit	0.0004845662386463296	1.0	0.0011697742048422189	0.7648031085493932	0.7653384916545286	0.7650707064390382	1502	1002	2	aa	0.8	1.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14720	ppanggolin	0.000487371892467284	0.9983072365636902	0.001176793086573907	0.7653746441539818	0.7654726262310775	0.7654236320568519	1509	1009	1	aa	0.9	5.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14720	cdhit	0.00046104518835594655	0.9983072365636902	0.0011178755224693225	0.7627520131709045	0.7648558509517848	0.7638024833474724	1484	984	4	aa	0.5	1.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14720	panaroo	0.0005107859490623499	0.993863732543377	0.0012287948653923737	0.7676520406234913	0.7660055924894088	0.7668279327896302	1528	1015	9	aa	0.9	26.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14720	ppanggolin	0.000433535350700445	1.0	0.0010589865624892182	0.7612876017356441	0.7645100455859845	0.7628954208031723	1477	980	4	aa	0.5	5.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14720	cdhit	0.0004888849185550244	0.9995768091409225	0.001179357720347732	0.7652116754454625	0.7654343944835408	0.7653230187609615	1505	1004	1	nt	0.85	13.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14720	embed_hdbscan_raw	0.8932297492404675	0.9699534490055015	0.9229285965404462	0.9702693824702174	0.9917067035217427	0.980870926702579	1201	616	0	aa	0.9	10.835
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14720	embed_hdbscan_tsne	0.76219759247474	0.898011002962336	0.8328682022372222	0.9446164308668228	0.9715060332226853	0.9578725565481698	967	216	0	aa	0.9	12.446
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14720	embed_hdbscan_umap	0.7092076659911025	0.9853999153618281	0.8171482330762175	0.900426755838593	0.9959620453566533	0.9457879870136716	540	16	0	aa	0.9	12.987
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14720	diamond	0.0004301082992746382	1.0	0.001050930262058312	0.7608219305975056	0.7643998690056515	0.7626067031518664	1472	974	6	aa	0.5	2.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14720	mmseqs2	0.0005045411402246386	0.9944985188319933	0.0012155139764745985	0.7672558022237622	0.7659130371837212	0.7665838317000246	1527	1024	3	aa	0.9	1.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14720	panaroo	0.000482842423930391	1.0	0.0011664192917168106	0.7648250717183208	0.7653436490594032	0.7650842725153958	1504	1005	2	aa	0.6	29.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14720	panx	0.9999610041353698	1.0	0.9999061335618324	0.9999557436312468	1.0	0.9999778713259561	1470	986	2	aa	0.6	771.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14720	panaroo	0.0004806905859574864	1.0	0.001161333429510231	0.7645007198180431	0.765267461491728	0.7648838985039437	1500	1001	1	aa	0.5	29.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14720	panx	1.0	1.0	1.0	1.0	1.0	1.0	1483	995	1	aa	0.7	773.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14720	diamond	0.0004794010432327883	1.0	0.0011587967823524668	0.7645077123339583	0.7652691044974215	0.764888218937715	1501	1002	2	aa	0.8	2.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14720	panx	0.9980387677457002	0.9987182226020082	0.9989090266251495	1.0000000000000002	0.999488275554138	0.9997440722948376	1501	1004	3	aa	0.85	845.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14720	panta	0.9960891202309583	0.9970193740685543	0.9976953593995201	1.0000000000000002	0.9989203835632166	0.9994599002313145	1510	1011	3	aa	0.9	7.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14720	mmseqs2	0.00048564468289383423	1.0	0.0011729460353001701	0.7652072500038566	0.7654333561204222	0.7653202863619499	1508	1009	1	nt	0.8	2.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14720	panx	0.9995380506024031	0.9995709995709996	0.9996998442197735	1.0	0.9998588323617398	0.9999294111984427	1491	998	2	aa	0.8	801.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14720	mmseqs2	0.0004885605635780352	0.9991536182818451	0.001179424694540138	0.7654846872157733	0.7654984348048572	0.7654915609485916	1510	1010	1	aa	0.85	1.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14720	ppanggolin	0.0004794010432327883	1.0	0.0011587967824438679	0.7645077123339583	0.7652691044974215	0.764888218937715	1501	1002	2	aa	0.8	4.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14720	mmseqs2	0.00047639665008276526	1.0	0.0011528066135532017	0.7644949856844436	0.7652661141463252	0.764880355558532	1503	1005	2	nt	0.5	2.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14720	connected_components_t0.1	0.7690139502111584	0.7962336013542107	0.8255322652911936	1.0	0.9347314902693543	0.9662648227627914	2264	1641	147	aa	0.9	160.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14720	connected_components_t0.2	0.9168267750851901	0.9202285230639018	0.9399885371337808	1.0000000000000002	0.974094292665947	0.9868771682131414	1772	1199	64	aa	0.9	160.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14720	connected_components_t0.3	0.9628361808976165	0.9652983495556496	0.9751681827581016	1.0	0.988748458117889	0.9943424007012132	1610	1068	28	aa	0.9	160.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14720	connected_components_t0.4	0.983074393286698	0.9839187473550571	0.9885684505961712	1.0	0.9947204984324864	0.9973532624888237	1557	1038	11	aa	0.9	160.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14720	connected_components_t0.5	0.9936903222944506	0.9934405416842996	0.99586497348364	1.0000000000000002	0.9980700546304276	0.9990340952435077	1526	1017	5	aa	0.9	160.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14720	connected_components_t0.6	0.9973736314876945	0.9978840457046128	0.9981710631539252	0.9998181726183739	0.9993242788770685	0.9995711647388053	1514	1011	2	aa	0.9	160.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14720	connected_components_t0.7	0.995786492508962	0.998518831993229	0.9977002571133385	0.9993829438223534	0.9995367918788096	0.9994598619300775	1509	1007	2	aa	0.9	160.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14720	hdbscan_dist	0.8979113676736079	0.9536606009310199	0.9362910709278172	0.9819073331284507	0.9877303433961843	0.9848102307277992	1366	781	0	aa	0.9	0.173
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14720	hdbscan_tsne	0.7373104558916995	0.9098603470165044	0.8300928232129808	0.9385883776978637	0.9744774782425826	0.956196288346995	992	337	0	aa	0.9	16.116
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14720	hdbscan_umap	0.05703733094342767	0.977147693609818	0.6646714312797669	0.7925317286700861	0.9915925454737271	0.8809571906954697	507	18	0	aa	0.9	11.425
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14720	cdhit	0.00042604722115604447	0.9955564959796869	0.0010263541899046276	0.7664349651332065	0.7656883033539883	0.7660614523052952	1514	1008	1	nt	0.9	1.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14720	mmseqs2	0.00047650384055573155	1.0	0.0011531261233639865	0.7645378178547851	0.765276178018018	0.764906819752736	1504	1007	1	aa	0.7	1.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14720	mmseqs2	0.0004925661012209872	0.9980956411341515	0.0011882155522416307	0.7658266998422478	0.7655786113195919	0.7657026354856797	1512	1010	2	nt	0.9	2.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14720	mmseqs2	0.00047083386679236747	1.0	0.0011406819463934546	0.7640744934273629	0.7651672691991621	0.7646204908717652	1500	1002	3	aa	0.6	1.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14720	ppanggolin	0.0005389473242435942	0.9828607702073635	0.0012917309677052007	0.7706331121482409	0.766699586044301	0.7686613167998694	1551	1028	13	aa	0.95	5.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14720	ppanggolin	0.0004711542045242649	1.0	0.0011409143182375073	0.7639117415470871	0.7651289888302563	0.7645198806721644	1497	999	2	aa	0.7	4.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14720	cdhit	0.0005495340985842697	0.9521794329242488	0.0013014853437161925	0.779422811883301	0.76868960065408	0.7740189990793553	1619	1054	34	aa	0.95	1.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14720	ppanggolin	0.00048133579585433534	1.0	0.0011630840538277081	0.7646847090501047	0.7653106851054282	0.7649975690231254	1502	1002	2	aa	0.85	7.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14720	mmseqs2	0.00047639665008276526	1.0	0.0011528066135532017	0.7644949856844436	0.7652661141463252	0.764880355558532	1503	1005	2	nt	0.6	1.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14928	panaroo	0.0011312210329300625	0.9990159417437512	0.0028521258771466	0.7507941378455805	0.7505534826927689	0.7506737909815354	1509	1007	2	aa	0.85	27.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14928	panta	0.9985942301149578	0.9982199367088608	0.9986711162803007	1.0	0.9993354724719826	0.9996676258000885	1599	1102	1	aa	0.6	9.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14928	diamond	0.0012056577361560627	1.0	0.0030633225525065755	0.7475243377249093	0.7497955896493916	0.7486582410809092	1484	987	3	aa	0.6	2.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14928	diamond	0.0011815104147199693	0.9683133241487896	0.00294591303057121	0.7612273586097659	0.7530985210028552	0.7571411221771829	1602	1053	41	aa	0.95	1.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14928	diamond	0.0010901390709368852	1.0	0.0027673109974396186	0.7482839175515844	0.7499259429321278	0.7491040304188669	1492	995	2	aa	0.7	2.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14928	panta	0.9989140693660418	0.9988132911392406	0.9991694826152803	1.0	0.9995843782857529	0.9997921459485478	1503	1003	3	aa	0.8	7.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14928	mmseqs2	0.0011193379858334255	1.0	0.0028269460882970315	0.7499430124448367	0.7503410597378298	0.7501419832874509	1503	1004	1	nt	0.7	1.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14928	cdhit	0.0011046226149068292	0.9998031883487503	0.0027956738094277586	0.7488822582382978	0.7500758108914581	0.7494785593788253	1493	993	3	aa	0.7	1.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14928	panx	0.9992710728640355	1.0	0.9995081585664201	0.9997522313761158	1.0	0.9998761003388337	1442	964	2	aa	0.5	762.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14928	ppanggolin	0.001086813465360513	1.0	0.0027599307609026103	0.7479947051728489	0.7498534386960303	0.7489229186498679	1489	992	2	aa	0.6	5.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14928	panx	0.99590053404334	0.996233148295004	0.9970076721628153	0.9997624600803865	0.9987414401383106	0.999251689293815	1504	1002	5	aa	0.9	786.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14928	panaroo	0.0011199534462310412	0.9671324542412911	0.0027955001013840342	0.7622293122728823	0.753313240174859	0.7577450491999153	1620	1060	51	aa	0.95	28.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14928	cdhit	0.0011088786837160282	1.0	0.0028055614544439324	0.7493363965913828	0.7501894402595436	0.7497626757875966	1499	1001	1	nt	0.8	16.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14928	panta	0.9744809344032237	0.9756724683544303	0.9826873380236649	1.0	0.9915437938885953	0.9957539441827219	1576	1040	32	aa	0.95	7.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14928	mmseqs2	0.0011066373774630614	1.0	0.0027994227636363657	0.7489316319645042	0.7500881696355074	0.7495094546486664	1492	991	3	aa	0.5	2.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14928	cdhit	0.0010861490941092133	1.0	0.002757796931631289	0.7478172039514579	0.749808919118653	0.7488117371293022	1485	985	4	aa	0.6	1.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14928	panaroo	0.0011270246531707266	1.0	0.0028431209406954146	0.750473500931142	0.7504735009311421	0.750473500931142	1507	1007	1	aa	0.8	27.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14928	cdhit	0.001135654919086055	0.9958669553237551	0.002862869691676983	0.7513453920140729	0.7506908713373164	0.7510179890701776	1514	1008	5	aa	0.9	1.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14928	cdhit	0.001112470657081606	0.9992127533950009	0.002813288644879155	0.7496102360962628	0.750257907364781	0.7499339318922056	1501	1002	1	aa	0.85	0.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14928	panta	0.997344906623877	0.9972310126582279	0.9981733638399887	1.0	0.9990872377902585	0.9995434105163163	1507	1005	3	aa	0.85	7.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14928	mmseqs2	0.0011219341869878646	1.0	0.0028329165418526027	0.7502102265154709	0.750407789687816	0.7503089950965992	1506	1007	1	nt	0.85	1.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14928	mmseqs2	0.0011664761301543728	0.9740208620350325	0.0029153733414323704	0.7603269270724425	0.752878381062605	0.7565843218434157	1604	1076	22	aa	0.95	1.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14928	diamond	0.0011261186209338045	0.9966542019287542	0.0028432489400104276	0.7507609852478295	0.7505452152694747	0.7506530847532598	1510	1005	6	aa	0.9	1.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14928	mmseqs2	0.0010597984936475402	0.9842550679000197	0.002659095552358287	0.7562704160315583	0.751851847845093	0.7540546590729333	1563	1044	15	nt	0.95	1.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14928	connected_components_t0.1	0.7388459855227917	0.7600865971265499	0.7880165850180063	0.9999999999999999	0.9194154835365393	0.9580161162840143	2570	2000	145	nt	0.9	169.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14928	connected_components_t0.2	0.8992819382162069	0.9055304074001181	0.9254987098288368	1.0	0.9664447358278788	0.9829360756695793	1881	1298	89	nt	0.9	169.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14928	connected_components_t0.3	0.9518754303348615	0.9547333202125566	0.9658049739900801	1.0	0.983716938801073	0.9917916407928803	1673	1117	54	nt	0.9	169.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14928	connected_components_t0.4	0.9801806953933434	0.9805156465262743	0.9860291936349322	1.0	0.993150701500643	0.996563582224766	1574	1048	19	nt	0.9	169.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14928	connected_components_t0.5	0.9910291398248087	0.9913402873450108	0.993801702965222	0.9999600008588201	0.9969654651179095	0.9984604877257206	1535	1021	10	nt	0.9	169.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14928	connected_components_t0.6	0.9963668538177058	0.9964573902775045	0.9973852746888213	0.9999600008588201	0.9987361165497602	0.9993476839867959	1519	1013	4	nt	0.9	169.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14928	connected_components_t0.7	0.9987282038892097	0.9988191300925015	0.9991424488842294	0.9999600008588201	0.9996112471128047	0.9997855935719985	1510	1006	3	nt	0.9	169.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14928	hdbscan_dist	0.9412387911936819	0.979137964967526	0.9596907481055282	0.9854673685186249	0.9939650004886246	0.9896979444894095	1376	835	0	nt	0.9	0.236
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14928	hdbscan_tsne	0.7596752346372633	0.8848651840188939	0.8360026026948316	0.9472852655876272	0.9666887960456746	0.956888676036985	1065	334	0	nt	0.9	13.043
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14928	hdbscan_umap	0.7598787572513742	0.9946860854162567	0.8458320503417527	0.9106112361988232	0.9986628564647534	0.9526066705305224	574	52	0	nt	0.9	7.107
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14928	diamond	0.0011105615186393228	0.9994095650462508	0.002809250758353128	0.749476643077222	0.7502245102724904	0.7498503902025911	1500	1001	2	aa	0.85	2.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14928	panta	0.9982101538009549	0.9978243670886076	0.9984098126549861	1.0	0.9992051130993165	0.9996023985255563	1600	1102	2	aa	0.7	8.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14928	mmseqs2	0.0011219341869878646	1.0	0.0028329165418505284	0.7502102265154709	0.750407789687816	0.7503089950965992	1506	1007	1	aa	0.8	1.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14928	panta	0.9985942301149578	0.9982199367088608	0.9986711162803007	1.0	0.9993354724719826	0.9996676258000885	1599	1102	1	aa	0.5	9.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14928	panaroo	0.0011260053991850045	1.0	0.002840842578084654	0.7503797038263388	0.7504500938724434	0.7504148971987181	1506	1006	1	aa	0.7	29.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14928	cdhit	0.0011245281621507007	0.9824837630387719	0.0028218632880017496	0.7564559547950582	0.7519275067225826	0.7541849331365751	1564	1040	22	nt	0.95	1.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14928	cdhit	0.0011080939051766022	1.0	0.0028037191520640828	0.7492494281477675	0.7501676879976124	0.7497082768963772	1498	1000	1	aa	0.8	0.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14928	ppanggolin	0.0011206920543862366	0.9990159417437512	0.0028304375762175232	0.7501474293801546	0.7503921108996043	0.7502697501907063	1505	1005	1	aa	0.9	7.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14928	cdhit	0.00118848543663803	1.0	0.003029156149131291	0.7466619427670869	0.749578971646294	0.7481176137282771	1476	977	4	aa	0.5	2.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	14928	panaroo	0.0011466160324848577	0.9942924621137571	0.0028869890988038353	0.7522903605984917	0.7509260333752893	0.7516075778515553	1522	1012	7	aa	0.9	27.0
