method_i,method_j,metric,value
Connected components t=0.7* (AA) *,Panaroo,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.9891281889825756
Connected components t=0.7* (AA) *,Ppanggolin,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.999995079393978
Connected components t=0.7* (AA) *,Panta,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.9955914913806738
Connected components t=0.7* (AA) *,PanX,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.9998671266381564
Connected components t=0.7* (AA) *,Sketch - UMAP* (AA) *,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.999995079393978
Connected components t=0.7* (AA) *,Sketch - UMAP* (NT) *,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.999995079393978
Connected components t=0.7* (AA) *,Connected components t=0.6* (AA) *,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.999995079393978
Connected components t=0.7* (AA) *,Connected components t=0.7* (AA) *,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",1.0
Connected components t=0.7* (AA) *,Connected components t=0.6* (NT) *,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.999995079393978
Connected components t=0.7* (AA) *,Connected components t=0.7* (NT) *,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.999995079393978
Connected components t=0.6* (NT) *,CD-HIT (AA),"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.999995079393978
Connected components t=0.6* (NT) *,CD-HIT (NT),"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.999995079393978
Connected components t=0.6* (NT) *,MMseqs2 (AA),"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.999995079393978
Connected components t=0.6* (NT) *,MMseqs2 (NT),"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.999995079393978
Connected components t=0.6* (NT) *,Diamond (AA),"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.999995079393978
Connected components t=0.6* (NT) *,Panaroo,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.9891281889825756
Connected components t=0.6* (NT) *,Ppanggolin,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.999995079393978
Connected components t=0.6* (NT) *,Panta,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.9955914913806738
Connected components t=0.6* (NT) *,PanX,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.9998671266381564
Connected components t=0.6* (NT) *,Sketch - UMAP* (AA) *,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.999995079393978
Connected components t=0.6* (NT) *,Sketch - UMAP* (NT) *,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.999995079393978
Connected components t=0.6* (NT) *,Connected components t=0.6* (AA) *,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.999995079393978
Connected components t=0.6* (NT) *,Connected components t=0.7* (AA) *,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.999995079393978
Connected components t=0.6* (NT) *,Connected components t=0.6* (NT) *,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",1.0
Connected components t=0.6* (NT) *,Connected components t=0.7* (NT) *,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.999995079393978
Connected components t=0.7* (NT) *,CD-HIT (AA),"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.999995079393978
Connected components t=0.7* (NT) *,CD-HIT (NT),"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.999995079393978
Connected components t=0.7* (NT) *,MMseqs2 (AA),"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.999995079393978
Connected components t=0.7* (NT) *,MMseqs2 (NT),"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.999995079393978
Connected components t=0.7* (NT) *,Diamond (AA),"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.999995079393978
Connected components t=0.7* (NT) *,Panaroo,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.9891281889825756
Connected components t=0.7* (NT) *,Ppanggolin,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.999995079393978
Connected components t=0.7* (NT) *,Panta,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.9955914913806738
Connected components t=0.7* (NT) *,PanX,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.9998671266381564
Connected components t=0.7* (NT) *,Sketch - UMAP* (AA) *,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.999995079393978
Connected components t=0.7* (NT) *,Sketch - UMAP* (NT) *,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.999995079393978
Connected components t=0.7* (NT) *,Connected components t=0.6* (AA) *,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.999995079393978
Connected components t=0.7* (NT) *,Connected components t=0.7* (AA) *,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.999995079393978
Connected components t=0.7* (NT) *,Connected components t=0.6* (NT) *,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",0.999995079393978
Connected components t=0.7* (NT) *,Connected components t=0.7* (NT) *,"Gene-retention adjusted Dice score between methods, penalised for deleted AND Panaroo-added/refound genes (adim.)",1.0
